almaMmsId	rpbId	hbzId	zdbId
990227586900206441	RPB121t210452		HT019950560
99370799348306441	RPB121t210459		HT020935318
99370780131806441	RPB121t210462		HT020931322
990227795090206441	RPB121t210486		HT019971324
990227277190206441	RPB121t210498		HT019920022
99370838425706441	RPB121t210604		HT020952224
990368314100206441	RPB121t210647		HT020638002
99370722201106441	RPB121t210693		HT020898342
99370726197906441	RPB121t210703		HT020882867
99370735033306441	RPB121t210704		HT020908815
99370862432106441	RPB121t210706	3075380-6	HT020980073
990165354250206441	RPB121t210707		HT015491370
99370843187906441	RPB121t210718		HT020959609
99370865710306441	RPB121t210722		HT020987946
99370872946106441	RPB121t210750		HT020992836
990368206070206441	RPB121t210786	3043247-9	HT020627227
99370957624706441	RPB121t210801		HT021067309
99370955827006441	RPB121t210803		HT021066025
99370957649606441	RPB121t210804		HT021067286
99370958840806441	RPB121t210808		HT021068856
99370958512206441	RPB121t210810		HT021068704
99370969709806441	RPB121t210826		HT021076902
99370995911306441	RPB121t210846	3094643-8	HT021090287
99370842748706441	RPB121t210854		HT020967904
99370997169306441	RPB121t210861		HT021091468
990209398880206441	RPB121t210882		HT018769928
99371014219806441	RPB121t210903		HT021116923
990227788860206441	RPB121t210998		HT019970694
990227575290206441	RPB121t211010		HT019949382
990228473310206441	RPB121t211012		HT020038800
990228038950206441	RPB121t211021		HT019995548
990228540880206441	RPB121t211023		HT020045480
990228178300206441	RPB121t211024		HT020009483
990228365340206441	RPB121t211037		HT020028054
990228366060206441	RPB121t211038		HT020028127
990228366430206441	RPB121t211039		HT020028165
99371072076006441	RPB121t211183		HT021157452
99371097538606441	RPB121t211190		HT021173555
99371097470406441	RPB121t211192		HT021173497
99371104018506441	RPB121t211207		HT021177549
99371099483406441	RPB121t211211		HT021174650
99371082425506441	RPB121t211222		HT021163939
99371125253006441	RPB121t220120		HT021197577
99371125327806441	RPB121t220122		HT021197625
99371125326006441	RPB121t220123		HT021197635
99371125313206441	RPB121t220124		HT021197658
99371125319106441	RPB121t220125		HT021197672
99371125162706441	RPB121t220126		HT021197701
99371129233806441	RPB121t220127		HT021199588
99371129424706441	RPB121t220129		HT021199856
99371129352606441	RPB121t220133		HT021199659
99371125230006441	RPB121t220154		HT021197508
99371129484806441	RPB121t220159		HT021199595
99371153925206441	RPB121t220247		HT021212356
99371153467406441	RPB121t220249		HT021212409
99371185376206441	RPB121t220435		HT021253103
99371140274506441	RPB121t220455		HT021204330
99370963131506441	RPB121t220483		HT021071862
99371151430006441	RPB121t220518		HT021210536
99371256928406441	RPB121t220571		HT021297197
99371268371806441	RPB121t220573		HT021304937
99371256879406441	RPB121t220575		HT021297385
990055916900206441	RPB121t220579	1055960-7	HT007040446
99371280602606441	RPB121t220580	3115546-7	HT021314997
990228942460206441	RPB121t220583	2974637-1	HT020085599
99371295468906441	RPB121t220624		HT021320852
99371295365506441	RPB121t220625		HT021320829
99371342531506441	RPB121t220649	3117759-1	HT021364136
99371107382806441	RPB121t220650	3104350-1	HT021180666
99371156728106441	RPB121t220651	3107867-9	HT021213684
990038893710206441	RPB121t220654		HT009476857
99371348142606441	RPB121t220658		HT021368127
99371346892306441	RPB121t220661		HT021367357
99371346812706441	RPB121t220665		HT021367452
99371357988806441	RPB121t220709		HT021373011
99371167616506441	RPB121t220762		HT021221640
99371121619106441	RPB121t220785		HT021191888
99371385794606441	RPB121t220804		HT021392486
99371385384006441	RPB121t220806		HT021392548
99371385459406441	RPB121t220807		HT021392137
99371385298706441	RPB121t220808		HT021392130
99371385300806441	RPB121t220809		HT021392126
99371385303806441	RPB121t220810		HT021392124
99371385310806441	RPB121t220811		HT021392107
99371384699406441	RPB121t220814	3121498-8	HT021391789
99371112408706441	RPB121t220835		HT021183021
99371392877206441	RPB121t220876		HT021398088
99371403755506441	RPB121t220888		HT021404914
99371428915706441	RPB121t220893		HT021409426
99371428904006441	RPB121t220894		HT021409546
99371428805806441	RPB121t220895		HT021409551
99371428786006441	RPB121t220898		HT021409596
99371105088506441	RPB121t220901		HT021178955
99371490913406441	RPB121t220984	3130117-4	HT021445596
99371306677606441	RPB121t221040		HT021332638
99371496377606441	RPB121t221086		HT021449643
99371607323306441	RPB121t221090		HT021472151
99371496217706441	RPB121t221091		HT021449763
99371648832006441	RPB121t221117		HT021475195
99372024708506441	RPB121t221119		HT021488299
99371751959506441	RPB121t221145		HT021580467
99371528369206441	RPB121t221149		HT021462004
99371705001106441	RPB121t221160		HT021560587
99371708537706441	RPB121t221162		HT021564890
99371774493806441	RPB121t221169		HT021599314
99371680814106441	RPB121t221172		HT021492716
99371751254206441	RPB121t221205	3138859-0	HT021580228
99371811265606441	RPB121t230007		HT021632461
99371811252406441	RPB121t230008		HT021632359
99371815998706441	RPB121t230009		HT021632353
99371835055606441	RPB121t230018		HT021675686
99371834809606441	RPB121t230019		HT021675657
99371835153606441	RPB121t230027		HT021675776
99371834906206441	RPB121t230028		HT021675732
990191391680206441	RPB121t230031	2658152-8	HT017231093
99371837877606441	RPB121t230033		HT021677848
99371784079806441	RPB121t230042		HT021604257
99371868340206441	RPB121t230070		HT021687872
99371872703406441	RPB121t230077		HT021691418
99371929826506441	RPB121t230202		HT021727505
990056088180206441	RPB121t230206	1159542-5	HT007060741
990056088200206441	RPB121t230207	1159545-0	HT007060743
990055497790206441	RPB121t230208	629580-0	HT006989950
99371925575106441	RPB121t230209	3147897-9	HT021724920
99371872847206441	RPB121t230212		HT021691437
99371681756706441	RPB121t230297		HT021493714
99371956288906441	RPB121t230357		HT021742070
99371957077906441	RPB121t230366		HT021742358
99371956789806441	RPB121t230367		HT021742346
99371970077306441	RPB121t230392		HT021769178
99371970045906441	RPB121t230396		HT021769338
990189180810206441	RPB121t230415		HT017017350
99371737707106441	RPB121t230440		HT021575481
990228943210206441	RPB121t230494	2974719-3	HT020085674
99371243746906441	RPB121t230495	3113249-2	HT021286554
99372002702406441	RPB121t230496	3155418-0	HT021850157
99372002700406441	RPB121t230497	3155420-9	HT021850159
99372016290806441	RPB121t230501		HT021868654
99372016171306441	RPB121t230502		HT021866524
99372015932606441	RPB121t230505		HT021865467
99372019631206441	RPB121t230507		HT021870263
990115964640206441	RPB121t230508		HT013271433
99372001237806441	RPB121t230514		HT021849947
990208283960206441	RPB121t230524		HT018669104
99372019878806441	RPB121t230526		HT021870594
99372016390906441	RPB121t230533		HT021868869
99372016391706441	RPB121t230534		HT021868865
99372016529106441	RPB121t230535		HT021868861
99372016502106441	RPB121t230536		HT021868858
99372016520206441	RPB121t230537		HT021868853
99372016522206441	RPB121t230539		HT021868842
99372016559606441	RPB121t230543		HT021868711
99372019591206441	RPB121t230544		HT021870393
99372019736106441	RPB121t230545		HT021870412
99371980795306441	RPB121t230550		HT021793618
99372020018506441	RPB121t230555		HT021871103
99372022375706441	RPB121t230557		HT021872039
99372025457606441	RPB121t230566		HT021875584
99372025318706441	RPB121t230572		HT021875625
99372022310806441	RPB121t230573		HT021872220
99372025350906441	RPB121t230574		HT021875482
99372035956806441	RPB121t230611		HT021880684
99372037793406441	RPB121t230612		HT021880870
99372035963906441	RPB121t230614		HT021880713
99372035629506441	RPB121t230619		HT021880131
990204648330206441	RPB121t230670		HT018333853
99372427129406441	RPB121t230673		HT030007546
990207492520206441	RPB121t230691		HT018604182
99372425119506441	RPB121t230692		HT030004201
99372425224706441	RPB121t230695		HT030004227
990208283840206441	RPB121t230700		HT018669092
99372482636606441	RPB121t230736		HT030021938
99372482637006441	RPB121t230737		HT030021924
990056256220206441	RPB121t950699	1311657-5	HT007194044
990140002110206441	RPB929t01023018		TT001096451
990155761510206441	RPB929t01023021		HT014984487
990164507280206441	RPB929t01023024		HT015408015
990173378150206441	RPB929t01023026		HT015822302
990164583780206441	RPB929t01023042		HT015415748
990156422740206441	RPB929t01023050		HT015048454
990174121210206441	RPB929t01023061		HT015895916
990159956120206441	RPB929t01023063		HT015288574
990171349580206441	RPB929t01023065		HT015691898
990175140390206441	RPB929t01023066		HT015971522
990159956580206441	RPB929t01023081		HT015288624
990139911370206441	RPB929t01023090		TT001087418
990136239320206441	RPB929t01023091		HT014408171
990173124460206441	RPB929t01023092		HT015796861
990173842100206441	RPB929t01023094		HT015868175
990173851460206441	RPB929t01023117		HT015869124
990174679990206441	RPB929t01023125		HT015938149
990159024930206441	RPB929t01023128		HT015194565
990155927540206441	RPB929t01023133		HT015001263
990174121420206441	RPB929t01023142		HT015895936
990058015260206441	RPB929t01023161		HT007416157
990119379580206441	RPB929t01023170		HT013615290
990139912080206441	RPB929t01023176		TT001087489
990155611720206441	RPB929t01023220		HT014969369
990140184440206441	RPB929t01023223		TT001114495
990175548190206441	RPB929t01023258		HT015975823
990139974070206441	RPB929t01023271		TT001093661
990174121060206441	RPB929t01023279		HT015895900
990173989020206441	RPB929t01023286		HT015882545
990164496810206441	RPB929t01023296		HT015406955
990134697210206441	RPB929t01023301		HT014340970
990119741680206441	RPB929t01023312		HT013651972
990139974100206441	RPB929t01023344		TT001093664
990163951020206441	RPB929t01023361		HT015372260
990019594950206441	RPB929t01023368		HT004935041
990173794660206441	RPB929t01023372		HT015863364
990175810180206441	RPB929t01023374		HT016001966
990159507590206441	RPB929t01023385		HT015243305
990159025060206441	RPB929t01023404		HT015194579
990159021950206441	RPB929t01023411		HT015194268
990140076130206441	RPB929t01023413		TT001103789
990147866530206441	RPB929t01023418		HT014718610
990139823530206441	RPB929t01023422		HT014538919
990174766750206441	RPB929t01023430		HT015946903
990164528740206441	RPB929t01023454		HT015410187
990116132870206441	RPB929t01023473		HT013288454
990174680400206441	RPB929t01023477		HT015938192
990174680630206441	RPB929t01023478		HT015938213
990140430000206441	RPB929t01023503		TT001138851
990173378370206441	RPB929t01023504		HT015822324
990154230340206441	RPB929t01023525		HT014835238
990114583800206441	RPB929t01023526		HT013132153
990175107720206441	RPB929t01023535		HT015968237
990115294430206441	RPB929t01023537		HT013203806
990160195770206441	RPB929t01023540		HT015312860
990155613040206441	RPB929t01023541		HT014969499
990173809230206441	RPB929t01023545		HT015864836
990173964610206441	RPB929t01023577		HT015880068
990119742290206441	RPB929t01023607		HT013652034
990119743120206441	RPB929t01023611		HT013652117
990120280910206441	RPB929t01023626		HT013706516
990139982510206441	RPB929t01023658		TT001094501
990155346560206441	RPB929t01023667		HT014942631
990140002120206441	RPB929t01023668		TT001096452
990119743590206441	RPB929t01023669		HT013652166
990155363980206441	RPB929t01023678		HT014944385
990140069520206441	RPB929t01023679		TT001103135
990155363680206441	RPB929t01023711		HT014944354
990140069530206441	RPB929t01023712		TT001103136
990119743700206441	RPB929t01023713		HT013652179
990155346860206441	RPB929t01023716		HT014942661
990140221750206441	RPB929t01023729		TT001118186
990156389820206441	RPB929t01023750		HT015045131
990139973900206441	RPB929t01023751		TT001093644
990140056320206441	RPB929t01023860		TT001101826
990155694460206441	RPB929t01023865		HT014977727
990139973910206441	RPB929t01023866		TT001093645
990119742530206441	RPB929t01023867		HT013652058
990176106020206441	RPB929t01023900		CT001000905
990173561390206441	RPB929t01023902		CT001000476
990174637640206441	RPB929t01023903		CT001000656
990173184630206441	RPB929t01023907		CT001000288
990176051450206441	RPB929t01023915		CT001000911
990174939250206441	RPB929t01023918		CT001000719
990173768620206441	RPB929t01023940		CT001000494
990173184180206441	RPB929t01023954		CT001000265
990175673510206441	RPB929t01023964		CT001000818
990173184670206441	RPB929t01023966		CT001000295
990173184210206441	RPB929t01023980		CT001000266
990173184500206441	RPB929t01023986		CT001000299
990176956250206441	RPB929t01023998		CT001000842
990173183850206441	RPB929t01023999		CT001000214
990176080480206441	RPB929t01024005		CT001000870
990176445590206441	RPB929t01024006		CT001000947
990176051470206441	RPB929t01024026		CT001000887
990176400820206441	RPB929t01024030		CT001000933
990173545350206441	RPB929t01024037		CT001000463
990176445730206441	RPB929t01024041		CT001000956
990176765120206441	RPB929t01024043		CT001001024
990173892420206441	RPB929t01024064		CT001000500
990174939200206441	RPB929t01024067		CT001000683
990173184980206441	RPB929t01024070		CT001000339
990173182820206441	RPB929t01024071		CT001000090
990173221350206441	RPB929t01024074		CT001000394
990176400790206441	RPB929t01024088		CT001000913
990173689210206441	RPB929t01024111		CT001000487
990175110940206441	RPB929t01024130		CT001000776
990173437820206441	RPB929t01024142		CT001000431
990175980190206441	RPB929t01024151		CT001000881
990174592450206441	RPB929t01024165		CT001000631
990175895790206441	RPB929t01024181		CT001000836
990174057670206441	RPB929t01024213		CT001000514
990173183690206441	RPB929t01024218		CT001000158
990174576330206441	RPB929t01024228		CT001000592
990173183160206441	RPB929t01024234		CT001000020
990175633640206441	RPB929t01024237		CT001000813
990174939280206441	RPB929t01024238		CT001000722
990173183630206441	RPB929t01024240		CT001000186
990174057650206441	RPB929t01024241		CT001000536
990177052350206441	RPB929t01024242		CT001001035
990174480080206441	RPB929t01024247		CT001000540
990173184870206441	RPB929t01024249		CT001000127
990173183290206441	RPB929t01024256		CT001000066
990173183270206441	RPB929t01024284		CT001000069
990173183100206441	RPB929t01024290		CT001000003
990173183680206441	RPB929t01024300		CT001000157
990173768630206441	RPB929t01024301		CT001000474
990173545340206441	RPB929t01024313		CT001000457
990176622620206441	RPB929t01024318		CT001000986
990176622630206441	RPB929t01024319		CT001000987
990174637690206441	RPB929t01024320		CT001000654
990175120850206441	RPB929t01024328		CT001000772
990173636320206441	RPB929t01024351		CT001000337
990173183010206441	RPB929t01024358		CT001000055
990173183910206441	RPB929t01024371		CT001000245
990173221320206441	RPB929t01024372		CT001000046
990173184000206441	RPB929t01024374		CT001000230
990173184790206441	RPB929t01024380		CT001000340
990173183120206441	RPB929t01024381		CT001000021
990173183190206441	RPB929t01024389		CT001000081
990176622670206441	RPB929t01024394		CT001000991
990173182920206441	RPB929t01024402		CT001000072
990173184190206441	RPB929t01024403		CT001000243
990176879890206441	RPB929t01024413		CT001000644
990176765210206441	RPB929t01024415		CT001001014
990170933910206441	RPB929t01024418	2445638-X	HT015650439
990176765130206441	RPB929t01024422		CT001001023
990173183440206441	RPB929t01024423		CT001000145
990176400810206441	RPB929t01024425		CT001000917
990173520300206441	RPB929t01024446		CT001000456
990173183740206441	RPB929t01024450		CT001000197
990174119520206441	RPB929t01024453		CT001000541
990173184260206441	RPB929t01024463		CT001000147
990175633620206441	RPB929t01024464		CT001000812
990176003740206441	RPB929t01024468		CT001000873
990170549460206441	RPB929t01024486	2438940-7	HT015612384
990172978290206441	RPB929t01024494	2470498-2	HT015783392
990176606090206441	RPB929t01024498	2513171-0	HT016054971
990174711090206441	RPB929t01024500	2494921-8	HT015941280
990172092450206441	RPB929t01024501	2467762-0	HT015766820
990174043580206441	RPB929t01024505	2487714-1	HT015888054
990176681940206441	RPB929t01024507	2514346-3	HT016062650
990173331820206441	RPB929t01024509	2475482-1	HT015817615
990176602600206441	RPB929t01024518	2512723-8	HT016054622
990174718500206441	RPB929t01024520	2495833-5	HT015942021
990177262740206441	RPB929t01024521	2522813-4	HT016120355
990175621010206441	RPB929t01024523	2502123-0	HT015983150
990176824490206441	RPB929t01024524	2516552-5	HT016076848
990176745170206441	RPB929t01024525	2514928-3	HT016069071
990176824520206441	RPB929t01024527	2516555-0	HT016076851
990176745290206441	RPB929t01024528	2514940-4	HT016069083
990174928440206441	RPB929t01024529	2496712-9	HT015950090
990176896170206441	RPB929t01024534	2517513-0	HT016084145
990170549260206441	RPB929t01024538	2438919-5	HT015612364
990176602700206441	RPB929t01024540	2512734-2	HT016054632
990171717010206441	RPB929t01024543	2460898-1	HT015728836
990173332420206441	RPB929t01024554	2475544-8	HT015817675
990176681860206441	RPB929t01024563	2514338-4	HT016062642
990179544050206441	RPB929t01034012		CT001001249
990179390130206441	RPB929t01034025		CT001001207
990180291270206441	RPB929t01034038		CT001001284
990180481740206441	RPB929t01034042		CT001001278
990180497750206441	RPB929t01034046		CT001001314
990178421190206441	RPB929t01034047	2535406-1	HT016225491
990180195250206441	RPB929t01034069		CT001001264
990179561590206441	RPB929t01034078		CT001001248
990180254380206441	RPB929t01034087		CT001001280
990180214560206441	RPB929t01034090		CT001001270
990179561610206441	RPB929t01034099		CT001001256
990179419420206441	RPB929t01034103	2546222-2	HT016306054
990178106050206441	RPB929t01034109		CT001001120
990177841890206441	RPB929t01034111		CT001001105
990178150620206441	RPB929t01034115		CT001001124
990179034970206441	RPB929t01034122		CT001001201
990178914780206441	RPB929t01034131		CT001001161
990178914790206441	RPB929t01034132		CT001001162
990179544060206441	RPB929t01034134		CT001001239
990177779050206441	RPB929t01034154	2528720-5	HT016167032
990179599760206441	RPB929t01034164		CT001001261
990179561580206441	RPB929t01034170		CT001001259
990180311840206441	RPB929t01034173		CT001001275
990177779090206441	RPB929t01034174	2528724-2	HT016167036
990177548730206441	RPB929t01034188		CT001001030
990180270900206441	RPB929t01034196		CT001001279
990180678890206441	RPB929t01034206		CT001001317
990178793230206441	RPB929t01034212		CT001001179
990177808000206441	RPB929t01034214		CT001001039
990179419470206441	RPB929t01034224	2546227-1	HT016306059
990180254330206441	RPB929t01034225		CT001001281
990180497820206441	RPB929t01034232		CT001001312
990180497720206441	RPB929t01034235		CT001001311
990178812690206441	RPB929t01034242		CT001001185
990178228940206441	RPB929t01034254		CT001001132
990179390220206441	RPB929t01034256		CT001001227
990181632490206441	RPB929t01038029		CT001001432
990181226990206441	RPB929t01038040		CT001001372
990186680320206441	RPB929t01038124		CT001002116
990181527100206441	RPB929t01038155		CT001001410
990181611630206441	RPB929t01038172		CT001001404
990181389090206441	RPB929t01038174		CT001001403
990181632570206441	RPB929t01038181		CT001001436
990183023420206441	RPB929t01038224		CT001001673
990181646820206441	RPB929t01038233		CT001001443
990181662870206441	RPB929t01038234		CT001001460
990181646830206441	RPB929t01038235		CT001001445
990181646840206441	RPB929t01038236		CT001001444
990181244850206441	RPB929t01038264		CT001001396
990186805400206441	RPB929t01038364		CT001002158
990181886860206441	RPB929t01038384	2569157-0	HT016490325
990180824070206441	RPB929t01038436	2554988-1	HT016388625
990183611180206441	RPB929t01038439		CT001001839
990182850610206441	RPB929t01038535		CT001001615
990181226720206441	RPB929t01038541		CT001001392
990182192220206441	RPB929t01038591		CT001001489
990181662880206441	RPB929t01038613		CT001001459
990181646780206441	RPB929t01038614		CT001001429
990183276010206441	RPB929t01038630		CT001001730
990181646810206441	RPB929t01038649		CT001001437
990181611620206441	RPB929t01038650		CT001001426
990181632620206441	RPB929t01038651		CT001001446
990181646790206441	RPB929t01038652		CT001001431
990181632640206441	RPB929t01038653		CT001001430
990181662860206441	RPB929t01038654		CT001001458
990181632630206441	RPB929t01038655		CT001001438
990181632580206441	RPB929t01038715		CT001001442
990181662900206441	RPB929t01038716		CT001001455
990181646800206441	RPB929t01038718		CT001001439
990182143410206441	RPB929t01038805	2572508-7	HT016515187
990181887070206441	RPB929t01038806	2569180-6	HT016490346
990184557150206441	RPB929t01038816		CT001002022
990189765080206441	RPB929t01039008		CT001003057
990189765010206441	RPB929t01039020		CT001003063
990192463810206441	RPB929t01039021		CT001003909
990182872740206441	RPB929t01039027		CT001001599
990189764710206441	RPB929t01039029		CT001003067
990190540300206441	RPB929t01039032		CT001003303
990190390690206441	RPB929t01039046		CT001003204
990189764690206441	RPB929t01039048		CT001003066
990191659780206441	RPB929t01039051		CT001003318
990191656650206441	RPB929t01039052		CT001003618
990186696370206441	RPB929t01039053		CT001002125
990184642400206441	RPB929t01039055		CT001002031
990184442600206441	RPB929t01039057		CT001001944
990184741030206441	RPB929t01039058		CT001002043
990183511910206441	RPB929t01039059		CT001001809
990192479550206441	RPB929t01039065		CT001003715
990182754330206441	RPB929t01039067		CT001001556
990189952890206441	RPB929t01039068		CT001003132
990183495210206441	RPB929t01039069		CT001001805
990182599650206441	RPB929t01039070		CT001001520
990192680190206441	RPB929t01039071		CT001004026
990176051440206441	RPB929t01039078		CT001000909
990176803460206441	RPB929t01039080		CT001001013
990187572790206441	RPB929t01039081		CT001002409
990192667370206441	RPB929t01039085		CT001003951
990191658550206441	RPB929t01039086		CT001003480
990186838750206441	RPB929t01039087		CT001002171
990191920630206441	RPB929t01039101		HT017282947
990190074470206441	RPB929t01039103		CT001003162
990192652620206441	RPB929t01039105		CT001003938
990183234600206441	RPB929t01039108		CT001001720
990189152860206441	RPB929t01039110		CT001002813
990189180280206441	RPB929t01039111		HT017017296
990181783180206441	RPB929t01039112		CT001001467
990183343560206441	RPB929t01039116		CT001001745
990188238640206441	RPB929t01039117		CT001002590
990188251020206441	RPB929t01039118		CT001002591
990192496990206441	RPB929t01039119		CT001003743
990188238450206441	RPB929t01039120		CT001002588
990191656640206441	RPB929t01039121		CT001003619
990187609180206441	RPB929t01039122		CT001002422
990189952830206441	RPB929t01039127		CT001003135
990188206950206441	RPB929t01039128		CT001002575
990190131940206441	RPB929t01039133		HT017108480
990188616120206441	RPB929t01039135		HT016968740
990189341690206441	RPB929t01039138		CT001002888
990191180910206441	RPB929t01039139		CT001003503
990182599670206441	RPB929t01039140		CT001001522
990192652570206441	RPB929t01039144		CT001004009
990183073970206441	RPB929t01039154		CT001001645
990183495270206441	RPB929t01039157		CT001001803
990192966060206441	RPB929t01039158		CT001004130
990186857610206441	RPB929t01039162		CT001002167
990183178870206441	RPB929t01039163		CT001001717
990187609210206441	RPB929t01039168		CT001002402
990189703760206441	RPB929t01039171		CT001003002
990189533040206441	RPB929t01039174		CT001002948
990192463910206441	RPB929t01039177		CT001003924
990189703770206441	RPB929t01039183		CT001002864
990182929400206441	RPB929t01039190		CT001001638
990183431140206441	RPB929t01039191		CT001001781
990184623370206441	RPB929t01039197		CT001002029
990182754340206441	RPB929t01039199		CT001001553
990186857590206441	RPB929t01039200		CT001002168
990186645580206441	RPB929t01039201		CT001002098
990190571380206441	RPB929t01039203		CT001003317
990190269350206441	RPB929t01039204		CT001003237
990186931590206441	RPB929t01039207		CT001002177
990192694940206441	RPB929t01039217		CT001004031
990190116950206441	RPB929t01039218		CT001003168
990182207710206441	RPB929t01039223		CT001001492
990182124630206441	RPB929t01039224		CT001001474
990190074130206441	RPB929t01039226		CT001003155
990191657640206441	RPB929t01039228		CT001003543
990184775110206441	RPB929t01039229		HT016771208
990188271740206441	RPB929t01039230		HT016936030
990182192230206441	RPB929t01039232		CT001001485
990186857580206441	RPB929t01039239		CT001002170
990190131960206441	RPB929t01039241		HT017108528
990189341680206441	RPB929t01039243		CT001002885
990186971260206441	RPB929t01039246		CT001002193
990182599660206441	RPB929t01039250		CT001001521
990182140630206441	RPB929t01039254		CT001001479
990188222200206441	RPB929t01039259		CT001002584
990183276060206441	RPB929t01039261		CT001001716
990182384080206441	RPB929t01039265		CT001001516
990192739350206441	RPB929t01039266		CT001003750
990192511330206441	RPB929t01039269		CT001003960
990192511320206441	RPB929t01039270		CT001003961
990184282090206441	RPB929t01039281		CT001001967
990189804390206441	RPB929t01039289		CT001002886
990189549640206441	RPB929t01039291		CT001003000
990189357700206441	RPB929t01039293		CT001002881
990187087210206441	RPB929t01039298		CT001002238
990191181000206441	RPB929t01039300		CT001003489
990188191760206441	RPB929t01039301		CT001002573
990189549660206441	RPB929t01039305		CT001002999
990190178690206441	RPB929t01039310		CT001003217
990192652540206441	RPB929t01039311		CT001004008
990192479500206441	RPB929t01039316		CT001003713
990187087030206441	RPB929t01039319		CT001002239
990191340510206441	RPB929t01039320		HT017225898
990187839770206441	RPB929t01039322		CT001002484
990187465650206441	RPB929t01039325		CT001002303
990183023810206441	RPB929t01039327		CT001001682
990191932780206441	RPB929t01039335		HT017284161
990191920970206441	RPB929t01039337		HT017282983
990191921040206441	RPB929t01039338		HT017282990
990192652630206441	RPB929t01039356		CT001003944
990192287080206441	RPB929t01039359		CT001003876
990191656570206441	RPB929t01039363		CT001003623
990192709810206441	RPB929t01039365		CT001004028
990182909970206441	RPB929t01039367		CT001001602
990186971410206441	RPB929t01039369		CT001002189
990189283300206441	RPB929t01039370		CT001002862
990190646680206441	RPB929t01039371		CT001003335
990191656580206441	RPB929t01039372		CT001003622
990189096090206441	RPB929t01039373		CT001002786
990192680070206441	RPB929t01039376		CT001004023
990192667310206441	RPB929t01039377		CT001003945
990189112730206441	RPB929t01039378		CT001002680
990189112740206441	RPB929t01039379		CT001002679
990191659330206441	RPB929t01039381		CT001003452
990184105810206441	RPB929t01039382		CT001001934
990188700370206441	RPB929t01039384		CT001002708
990190074240206441	RPB929t01039386		CT001003163
990191940160206441	RPB929t01039388		CT001003813
990188207170206441	RPB929t01039394		CT001002581
990191340890206441	RPB929t01039399		HT017225941
990188359200206441	RPB929t01039401		CT001002628
990187701720206441	RPB929t01039403		CT001002454
990191661100206441	RPB929t01039407		CT001003722
990189249930206441	RPB929t01039408		CT001002812
990190485140206441	RPB929t01039410		CT001003301
990189474690206441	RPB929t01039416		CT001002937
990190132020206441	RPB929t01039423		HT017108533
990193540300206441	RPB929t01039425		CT001004233
990190415220206441	RPB929t01039432		CT001003268
990190571350206441	RPB929t01039433		CT001003315
990182176150206441	RPB929t01039434		CT001001486
990190571360206441	RPB929t01039435		CT001003316
990188373180206441	RPB929t01039436		CT001002637
990187053340206441	RPB929t01039438		CT001002207
990191737770206441	RPB929t01039451		CT001003752
990187110350206441	RPB929t01039459		HT016822494
990191113880206441	RPB929t01039460		CT001003481
990192818920206441	RPB929t01039463		CT001003988
990192805360206441	RPB929t01039464		CT001004054
990192539540206441	RPB929t01039465		CT001003668
990190351440206441	RPB929t01039467		CT001003192
990192055960206441	RPB929t01039474		CT001003843
990192903720206441	RPB929t01039477		CT001004108
990192903750206441	RPB929t01039478		CT001004109
990191114000206441	RPB929t01039479		CT001003478
990187658640206441	RPB929t01039480		CT001002360
990187107750206441	RPB929t01039510		HT016822278
990189341670206441	RPB929t01039511		CT001002889
990187087040206441	RPB929t01039512		CT001002236
990183495220206441	RPB929t01039513		CT001001801
990189917130206441	RPB929t01039516		CT001003134
990193040330206441	RPB929t01039525		CT001004146
990183214570206441	RPB929t01039526		CT001001529
990187421860206441	RPB929t01039531		CT001002367
990189587670206441	RPB929t01039533		CT001002998
990188243900206441	RPB929t01039539		HT016933260
990192948000206441	RPB929t01039541		CT001004129
990192873410206441	RPB929t01039548		CT001003433
990192727090206441	RPB929t01039549		CT001003431
990187520160206441	RPB929t01039555		CT001002416
990191181030206441	RPB929t01039556		CT001003498
990192479510206441	RPB929t01039558		CT001003894
990191661150206441	RPB929t01039560		CT001003719
990187658570206441	RPB929t01039563		CT001002361
990192350880206441	RPB929t01039564		CT001003874
990191661090206441	RPB929t01039565		CT001003720
990188855770206441	RPB929t01039566		CT001002703
990188373260206441	RPB929t01039567		CT001002608
990190847980206441	RPB929t01039568		CT001003371
990191661080206441	RPB929t01039570		CT001003721
990191975200206441	RPB929t01039572		CT001003804
990183041880206441	RPB929t01039574		CT001001528
990187087050206441	RPB929t01039575		CT001002234
990192727040206441	RPB929t01039576		CT001003477
990187087180206441	RPB929t01039578		CT001002235
990182774480206441	RPB929t01039579		CT001001527
990191556980206441	RPB929t01039583		HT017247343
990191925810206441	RPB929t01039587		CT001003759
990191659740206441	RPB929t01039594		CT001003650
990189112620206441	RPB929t01039599		CT001002774
990189112630206441	RPB929t01039600		CT001002775
990190390560206441	RPB929t01039601		CT001003260
990191661400206441	RPB929t01039616		CT001003661
990184623360206441	RPB929t01039617		CT001002024
990190116970206441	RPB929t01039618		CT001003121
990192932720206441	RPB929t01039620		CT001004123
990191657190206441	RPB929t01039622		CT001003648
990182311950206441	RPB929t01039623		CT001001509
990190903530206441	RPB929t01039624		CT001003382
990189493000206441	RPB929t01039630		CT001002958
990192610100206441	RPB929t01039635		CT001003936
990190968340206441	RPB929t01039638		CT001003393
990182176110206441	RPB929t01039639		CT001001477
990190501250206441	RPB929t01039640		CT001003286
990191685650206441	RPB929t01039644		CT001003065
