almaMmsId	hbzId	zdbId
990209606030206441; 990194833640206441	HT017567994; HT017567994	2706457-8
990206083650206441; 990194866940206441	HT017571311; HT017571311	2706751-8
990195045570206441; 990208625310206441	2709275-6	HT017589158; HT017589158
990211561750206441; 990195105720206441	HT017595192; HT017595192	2709978-7
990202166170206441; 990195152670206441	HT017599432; HT017599432	2710233-6
990205945760206441; 990195185370206441	HT017602671; HT017602671	2710668-8
990195816080206441; 990195201770206441	HT017604331; HT017604331	2710861-2
990195232430206441; 990196862060206441	2711143-X	HT017607416; HT017607416
990195236220206441; 990197717630206441	2711509-4	HT017607795; HT017607795
99371203697306441; 990195403340206441	HT017624491; HT017624491	2713587-1
990366789960206441; 990196219510206441	HT017625871; HT017625871	2713770-3
990196237460206441; 990196691630206441	2714195-0	HT017627647; HT017627647
990196271420206441; 990211217470206441	2714625-X	HT017630527; HT017630527
990196704000206441; 990368197180206441	2715090-2	HT017633652; HT017633652
990227168420206441; 990196718320206441	HT017635095; HT017635095	2715185-2
990197076110206441; 990196856950206441	HT017648881; HT017648881	2717110-3
990204345320206441; 990196872150206441	HT017650412; HT017650412	2717181-4
990198994240206441; 990196939000206441	HT017656786; HT017656786	2718015-3
990197036210206441; 990198300330206441	2719181-3	HT017665628; HT017665628
990198164510206441; 990197086180206441	HT017670578; HT017670578	2719987-3
990197271440206441; 990365392920206441	2721759-0	HT017688675; HT017688675
990200180850206441; 990197311510206441	HT017692121; HT017692121	2722624-4
990197332270206441; 990202931860206441	2722861-7	HT017694002; HT017694002
990197829530206441; 990197454350206441	HT017698679; HT017698679	2723647-X
990197503260206441; 990199615990206441	2724138-5	HT017703511; HT017703511
990197503310206441; 990203552630206441	2724148-8	HT017703516; HT017703516
990198997580206441; 990197518570206441	HT017704987; HT017704987	2724366-7
990202280800206441; 990197791230206441	HT017718835; HT017718835	2726466-X
990208698920206441; 990197859560206441	HT017724700; HT017724700	2727361-1
990214392390206441; 990197887060206441	HT017727289; HT017727289	2727712-4
990217674970206441; 990197954200206441	HT017733180; HT017733180	2728403-7
990208557300206441; 990198014830206441	HT017739116; HT017739116	2729311-7
990199065560206441; 990198058300206441	HT017743226; HT017743226	2729948-X
990198127400206441; 990199669740206441	2730824-8	HT017750076; HT017750076
990198127590206441; 990198992440206441	2730844-3	HT017750095; HT017750095
990204700760206441; 990198158550206441	HT017753196; HT017753196	2731253-7
990198317860206441; 990208688730206441	2733114-3	HT017768461; HT017768461
990198318130206441; 990202630490206441	2733141-6	HT017768488; HT017768488
990228884670206441; 990198428900206441	HT017779485; HT017779485	2734438-1
990198468740206441; 990198450110206441	2734805-2	HT017783160; HT017783160
990198525260206441; 990202244150206441	2735617-6	HT017787831; HT017787831
990198552950206441; 990198666850206441	2736043-X	HT017790436; HT017790436
990202182640206441; 990198678350206441	HT017802418; HT017802418	2737754-4
990198995500206441; 990200207760206441	2739500-5	HT017833968; HT017833968
990199584970206441; 990211002370206441	2741912-5	HT017891412; HT017891412
990199588430206441; 990202354610206441	2742220-3	HT017891758; HT017891758
990200189880206441; 990203251480206441	2743860-0	HT017904506; HT017904506
990205021710206441; 990201321610206441	HT018092736; HT018092736	2744341-3
990202221380206441; 990202106330206441	HT018095919; HT018095919	2744819-8
990202187770206441; 990203396690206441	2745714-X	HT018103709; HT018103709
990207532640206441; 990202318190206441	HT018115417; HT018115417	2747474-4
990202358540206441; 990205080010206441	2747761-7	HT018119217; HT018119217
990205649450206441; 990202437610206441	HT018126103; HT018126103	2749891-8
990202549700206441; 990202884010206441	2751256-3	HT018137114; HT018137114
990210367820206441; 990202582200206441	HT018140363; HT018140363	2753126-0
990203815540206441; 990202619960206441	HT018143702; HT018143702	2753393-1
990202637350206441; 990219931420206441	2753886-2	HT018145446; HT018145446
990210628110206441; 990202797080206441	HT018160528; HT018160528	2755830-7
990204547710206441; 990202918090206441	HT018172341; HT018172341	2757254-7
990202905720206441; 990202919910206441	HT018172523; HT018172523	2757432-5
990202922540206441; 990203837330206441	2757446-5	HT018172786; HT018172786
990202923480206441; 990228259980206441	2757770-3	HT018172880; HT018172880
990203067920206441; 990203029900206441	HT018182699; HT018182699	2759192-X
990203167480206441; 990212931230206441	2761210-7	HT018195170; HT018195170
990204550460206441; 990203262250206441	HT018204669; HT018204669	2762472-9
990212823440206441; 990203279660206441	HT018206421; HT018206421	2762906-5
990203368770206441; 990208954900206441	2763804-2	HT018214820; HT018214820
990218468640206441; 990203386540206441	HT018216473; HT018216473	2764104-1
990208019090206441; 990203441130206441	HT018221293; HT018221293	2764484-4
990204481010206441; 990203443650206441	HT018221545; HT018221545	2764734-1
990203675710206441; 990208376070206441	2767662-6	HT018243048; HT018243048
990203773400206441; 990210145140206441	2768740-5	HT018252043; HT018252043
990203905830206441; 990367593580206441	2770689-8	HT018264282; HT018264282
990204061930206441; 990217786810206441	2772634-4	HT018278903; HT018278903
990204248510206441; 990218733550206441	2774356-1	HT018296174; HT018296174
990205079780206441; 990204264650206441	HT018297781; HT018297781	2774597-1
990204372700206441; 990205077480206441	2775660-9	HT018307390; HT018307390
990209600410206441; 990204453530206441	HT018314815; HT018314815	2776376-6
990204620310206441; 990205648930206441	2778275-X	HT018331181; HT018331181
990204778300206441; 990205022970206441	2780067-2	HT018346302; HT018346302
990204876310206441; 990206248570206441	2781195-5	HT018355779; HT018355779
990204891000206441; 990209949870206441	2781317-4	HT018357199; HT018357199
990206753410206441; 990205012770206441	HT018368439; HT018368439	2782803-7
990205044400206441; 990206631020206441	2782995-9	HT018371129; HT018371129
990205058690206441; 990208787820206441	2783178-4	HT018372500; HT018372500
990228528590206441; 990205210590206441	HT018387055; HT018387055	2784917-X
990205651460206441; 990205331130206441	HT018398647; HT018398647	2786242-2
990205475140206441; 990205511640206441	2787648-2	HT018412097; HT018412097
990207698830206441; 990205637170206441	HT018427609; HT018427609	2795550-3
990207385150206441; 990205817620206441	HT018445263; HT018445263	2798134-4
990205874070206441; 990207228320206441	2798688-3	HT018450100; HT018450100
990206180470206441; 990206030780206441	HT018465680; HT018465680	2800367-6
990211160270206441; 990206043960206441	HT018466986; HT018466986	2800566-1
990206314350206441; 990206157420206441	HT018477771; HT018477771	2802600-7
990214411470206441; 990206362410206441	HT018496507; HT018496507	2805045-9
990206791620206441; 990211102740206441	2809838-9	HT018536604; HT018536604
990206860810206441; 990217902840206441	2810846-2	HT018543446; HT018543446
990206895420206441; 990208763850206441	2811410-3	HT018546846; HT018546846
990208276320206441; 990206943580206441	HT018551594; HT018551594	2811972-1
990217990030206441; 990206997030206441	HT018556802; HT018556802	2812632-4
990218621050206441; 990207176770206441	HT018574116; HT018574116	2813913-6
990214208080206441; 990207207900206441	HT018577178; HT018577178	2814241-X
99371149522706441; 990207271940206441; 990227476970206441; 990365426930206441; 990223023580206441; 990370554960206441	HT018583520; HT018583520; HT018583520; HT018583520; HT018583520; HT018583520	2815057-0
990220185830206441; 990207302340206441	HT018586553; HT018586553	2815431-9
990207337100206441; 99371108128406441	2815839-8	HT018589986; HT018589986
990207370590206441; 990218700660206441	2816249-3	HT018593228; HT018593228
990208807280206441; 990207498940206441	HT018604718; HT018604718	2817524-4
990207516880206441; 990220509730206441	2817934-1	HT018606434; HT018606434
990207516890206441; 990220591430206441	2817935-3	HT018606435; HT018606435
990211261140206441; 990207773860206441	HT018619426; HT018619426	2819291-6
990217879290206441; 990207862820206441	HT018628300; HT018628300	2819760-4
990208088680206441; 990207904370206441	HT018631531; HT018631531	2820115-2
990207934100206441; 990211578980206441	2820403-7	HT018634485; HT018634485
990210659830206441; 990208070080206441	HT018647856; HT018647856	2821998-3
990208181670206441; 990211694710206441	2823294-X	HT018658892; HT018658892
990208282730206441; 99370980661606441	2824573-8	HT018668981; HT018668981
990208425900206441; 990219721670206441	2826329-7	HT018683322; HT018683322
990208639590206441; 990208426050206441	HT018683337; HT018683337	2826342-X
990209621710206441; 990208448760206441	HT018685630; HT018685630	2826621-3
990209807580206441; 990208903340206441	HT018730763; HT018730763	2831864-X
990219125760206441; 990208935560206441	HT018733976; HT018733976	2832118-2
990209098820206441; 990212714680206441	2833949-6	HT018750365; HT018750365
99371356170006441; 990209109080206441	HT018751387; HT018751387	2834018-8
990209124050206441; 990209349230206441	2834122-3	HT018752905; HT018752905
990209295000206441; 990211702790206441	2835089-3	HT018759514; HT018759514
990210119140206441; 990209403290206441	HT018770377; HT018770377	2836194-5
990210301770206441; 990209463680206441	HT018776351; HT018776351	2836710-8
990209656050206441; 990210634920206441	2838817-3	HT018795511; HT018795511
990225476340206441; 990209682200206441	HT018798148; HT018798148	2839094-5
990211706420206441; 990209840690206441	HT018814092; HT018814092	2840726-X
990209885480206441; 990210136370206441	2841152-3	HT018818629; HT018818629
990210744210206441; 990209950950206441	HT018825199; HT018825199	2841896-7
990210623600206441; 990209964450206441	HT018826569; HT018826569	2841967-4
990214577710206441; 990209965070206441	2842024-X	HT019195481; HT019195481
990210441440206441; 990210567510206441	2845446-7	HT018873098; HT018873098
990223879290206441; 990210507350206441	HT018879706; HT018879706	2846223-3
990363815460206441; 990210536410206441	HT018882648; HT018882648	2846508-8
990212938770206441; 990210541770206441	HT018883180; HT018883180	2846524-6
990214481080206441; 990210553170206441	HT018884331; HT018884331	2846690-1
990210816810206441; 990220632390206441	2849077-0	HT018910721; HT018910721
990214583520206441; 990211298640206441	HT018958962; HT018958962	2854261-7
990370344340206441; 990211541750206441	HT018983201; HT018983201	2856897-7
990212821880206441; 990211726290206441	HT019001772; HT019001772	2858815-0
990213733250206441; 990211806280206441	HT019009367; HT019009367	2859471-X
990212537780206441; 990211821140206441	HT019010856; HT019010856	2859637-7
990212521000206441; 990213500580206441	2860708-9	HT019022931; HT019022931
990212699550206441; 990212668270206441	HT019037603; HT019037603	2862539-0
990214576280206441; 990212805700206441	HT019051289; HT019051289	2863987-X
990213792320206441; 990214163150206441	2870732-1	HT019117572; HT019117572
990213813680206441; 990366317360206441	2870953-6	HT019119639; HT019119639
990219459040206441; 990213876270206441	HT019125875; HT019125875	2871445-3
990227331940206441; 990213907330206441	HT019128966; HT019128966	2872073-8
990222863210206441; 990214096540206441	HT019147815; HT019147815	2873962-0
990214206000206441; 990217680000206441	2875074-3	HT019158730; HT019158730
990214328720206441; 990214407930206441	2876354-3	HT019170896; HT019170896
990214400940206441; 990214875080206441	2876876-0	HT019178073; HT019178073
990214579920206441; 990214461710206441	HT019184004; HT019184004	2877468-1
990368904290206441; 990214489470206441	HT019186783; HT019186783	2877833-9
990214675370206441; 990219175450206441	2879746-2	HT019205086; HT019205086
990219395790206441; 990214704800206441	HT019207958; HT019207958	2880082-5
990219156800206441; 990214768020206441	HT019214047; HT019214047	2880955-5
990214931210206441; 990218254870206441	2882772-7	HT019230139; HT019230139
990218633940206441; 990215028850206441	HT019239723; HT019239723	2883972-9
990217867640206441; 990217582440206441	HT019257216; HT019257216	2885881-5
990218457230206441; 990217699620206441	HT019268797; HT019268797	2887789-5
990218942910206441; 990217729610206441	HT019271717; HT019271717	2888237-4
990218255770206441; 990217860000206441	HT019284604; HT019284604	2889836-9
990219110810206441; 990217860750206441	HT019284679; HT019284679	2889915-5
990226678960206441; 990217920550206441	HT019290607; HT019290607	2890414-X
990217980940206441; 990227528920206441	2891180-5	HT019296565; HT019296565
990218032130206441; 990219291620206441	2891800-9	HT019301582; HT019301582
990225199220206441; 990218046150206441	HT019302987; HT019302987	2891926-9
990218117720206441; 990225925810206441	2892626-2	HT019310060; HT019310060
990218169520206441; 990220000340206441	2893017-4	HT019315218; HT019315218
990218198380206441; 990218817710206441	2893357-6	HT019318100; HT019318100
99371102903906441; 990218211770206441	HT019319433; HT019319433	2893476-3
990218994030206441; 990218281380206441	HT019325416; HT019325416	2894045-3
990218536660206441; 990218492700206441	HT019346315; HT019346315	2895855-X
990218578300206441; 990366016220206441	2896741-0	HT019354707; HT019354707
990370334560206441; 990218608840206441	HT019357734; HT019357734	2897196-6
990365264150206441; 990218615550206441	HT019358390; HT019358390	2897258-2
990219019000206441; 990218628350206441	HT019359587; HT019359587	2897319-7
990219087000206441; 990218783220206441	HT019374932; HT019374932	2898831-0
990219850450206441; 990218953290206441	HT019391647; HT019391647	2899896-0
990223361330206441; 990218997390206441	HT019396059; HT019396059	2900295-3
990219008730206441; 990219011020206441	2900415-9	HT019397111; HT019397111
990219051530206441; 990219152240206441	2900771-9	HT019401329; HT019401329
990219850380206441; 990219066130206441	HT019402779; HT019402779	2900916-9
990219210730206441; 990223626700206441	2902291-5	HT019417145; HT019417145
990219683960206441; 990220039780206441	2907064-8	HT019463807; HT019463807
990219800460206441; 990225237430206441	2908174-9	HT019474937; HT019474937
990223560600206441; 990220076670206441	HT019501439; HT019501439	2910975-9
990227754700206441; 990220344960206441	HT019528359; HT019528359	2913616-7
990223224170206441; 990220498480206441	HT019543718; HT019543718	2914922-8
990220661660206441; 990222840150206441	2916540-4	HT019559942; HT019559942
990223357980206441; 990228324160206441	2922201-1	HT019615467; HT019615467
990366581970206441; 990223702730206441	HT019649938; HT019649938	2926339-6
990363597700206441; 990225165530206441	HT019709128; HT019709128	2932142-6
990367252890206441; 990225244500206441	HT019717007; HT019717007	2933175-4
990225325280206441; 99371000699406441	2933870-0	HT019724942; HT019724942
990225458720206441; 990226039010206441	2935170-4	HT019738278; HT019738278
990366179210206441; 990225919070206441	HT019784184; HT019784184	2939922-1
99374516274606441; 990225954850206441	2940382-0	HT019787773; HT019787773
990367250560206441; 990226022500206441	HT019794521; HT019794521	2941134-8
990227334200206441; 990226343230206441	HT019826592; HT019826592	2944179-1
990226345030206441; 990227119250206441	2944239-4	HT019826773; HT019826773
990365564680206441; 990364838350206441	HT020291452; HT020291452	2948153-3
990363542790206441; 990227050850206441	HT019897339; HT019897339	2951857-X
990227095470206441; 990363862880206441	2952502-0	HT019901826; HT019901826
990227233610206441; 99372728333806441	2953794-0	HT019915628; HT019915628
990364885670206441; 990227386920206441	HT019930735; HT019930735	2955450-0
990368653100206441; 990228730440206441	HT020064430; HT020064430	2972788-1
99371082140906441; 990228730890206441	HT020064476; HT020064476	2972832-0
990366569260206441; 990363793260206441	HT020187276; HT020187276	2983143-X
990365122630206441; 990364024950206441	HT020210292; HT020210292	2985278-X
990364515290206441; 990367410880206441	2988478-0	HT020259149; HT020259149
990367637130206441; 990364769030206441	HT020284487; HT020284487	2999974-1
990365127550206441; 990366149360206441	3003661-6	HT020320153; HT020320153
990053799990206441; 990210856500206441	300383-8	HT011186008; HT011186008
990365279410206441; 990365280270206441	HT020335394; HT020335394	3005180-0
990219016040206441; 990054931220206441	HT006924441; HT006924441	300975-0
990367766460206441; 990366019880206441	HT020409091; HT020409091	3013449-3
990367134350206441; 990366157000206441	HT020422830; HT020422830	3015497-2
990366379030206441; 990366239170206441	HT020431118; HT020431118	3016893-4
990368194620206441; 990366303110206441	HT020437500; HT020437500	3018474-5
990366452230206441; 99371665954706441	3021348-4	HT020452236; HT020452236
990366686970206441; 990367779590206441	3026494-7	HT020475791; HT020475791
990368093220206441; 990367468210206441	HT020553733; HT020553733	3034157-7
99371073283506441; 990368010020206441	HT020607642; HT020607642	3040741-2
990368545600206441; 990368146010206441	HT020621208; HT020621208	3042530-X
990052822340206441; 990053800530206441	304434-8	HT001261484; HT001261484
99374511786806441; 990368470560206441	3046259-9	HT020653700; HT020653700
99374516273406441; 990368482130206441	3046294-0	HT020654845; HT020654845
990370514060206441; 99371381175006441	3055115-8	HT020858116; HT020858116
99370805348206441; 99370716286706441	HT020884323; HT020884323	3059081-4
99370957145506441; 99370965784506441	3092187-9	HT021067150; HT021067150
99371306604806441; 99371310522106441	3116940-5	HT021332368; HT021332368
99371370057606441; 99371379511206441	3120099-0	HT021380362; HT021380362
99371525448506441; 99371377336306441	HT021385187; HT021385187	3120625-6
99371380295306441; 99371379687706441	3120883-6	HT021387432; HT021387432
99371731053206441; 990054955470206441	312099-5	HT021571395; HT021571395
99372015362306441; 99371656174606441	HT021475677; HT021475677	3134865-8
99374437941906441; 99371839807606441	HT021678724; HT021678724	3143017-X
990212701580206441; 990101955290206441	HT012042976; HT012042976	31433-X
99374867461906441; 99373072237906441	HT030859605	3169249-7
99373963363206441; 99373980466906441	3186198-2	HT030741477
990103048880206441; 990197894410206441	339027-5	HT012152335; HT012152335
990213285720206441; 990056690320206441	HT010911756; HT010911756	351650-7
990053805200206441; 99370712204006441	402669-X	HT011186615; HT011186615
990210386830206441; 990103218760206441	HT012169323; HT012169323	412917-9
990204276980206441; 990103229760206441	HT012170423; HT012170423	414826-5
990053828360206441; 990172067130206441	418993-0	HT011189260; HT011189260
990103258640206441; 990220136150206441	419189-4	HT012173311; HT012173311
990103306850206441; 990189855610206441	427176-2	HT012178132; HT012178132
990101990850206441; 990369028300206441	43093-6	HT012046532; HT012046532
990103343760206441; 990227069860206441	433167-9	HT012181823; HT012181823
990176808560206441; 990103356440206441	HT012183091; HT012183091	434949-0
990053833060206441; 990214921560206441	439987-0	HT011189803; HT011189803
990176992930206441; 990054225550206441	441568-1	HT016093993; HT016093993
990204918840206441; 990103432930206441	HT012190740; HT012190740	446662-7
990103439440206441; 990211326660206441	447631-1	HT012191391; HT012191391
990054654680206441; 990177974720206441	HT016182661; HT016182661	4675-9
990181792780206441; 990102021190206441	HT012049566; HT012049566	47856-8
99371774462906441; 990103469510206441	HT012194398; HT012194398	504432-7
990055137670206441; 990229174200206441	HT020108750; HT020108750	506885-X
990171282330206441; 990055147850206441	HT006949770; HT006949770	512085-8
990053852740206441; 990197650720206441	HT017713713; HT017713713	515230-6
990103519920206441; 990148007770206441	518660-2	HT012199439; HT012199439
990187074600206441; 990103572490206441	HT012204696; HT012204696	531048-9
990228413730206441; 990103669250206441	HT012214372; HT012214372	549157-5
990103750760206441; 990198062320206441	562243-8	HT012222523; HT012222523
990159384590206441; 990102088070206441	HT012056254; HT012056254	56621-4
990183211830206441; 990103777200206441	HT012225167; HT012225167	566554-1
990055283660206441; 990187206600206441	569400-0	HT006964865; HT006964865
990223694320206441; 990102092070206441	HT012056654; HT012056654	57119-2
990055294830206441; 990187205160206441	574217-1	HT006966398; HT006966398
990198666180206441; 990103831960206441	HT012230643; HT012230643	576912-7
990203234500206441; 990055476010206441	HT006987471; HT006987471	625340-4
990367488900206441; 990055523470206441	633533-0	HT020555783; HT020555783
990052500850206441; 990228239710206441	636901-7	HT006995231; HT006995231
990104006160206441; 990173388260206441	702922-6	HT012248063; HT012248063
990053992300206441; 99370936237506441	HT021026215; HT021026215	705992-9
990053997610206441; 990369997630206441	716365-4	HT001264988; HT001264988
990052956850206441; 990053890450206441	721583-6	HT002191856; HT002191856
990055639620206441; 990226613030206441	725889-6	HT007006400; HT007006400
990053890890206441; 990185791060206441	740293-4	HT011196145; HT011196145
990104204940206441; 990187530830206441	756917-8	HT012267941; HT012267941
990193736800206441; 990104233640206441	HT012270811; HT012270811	761118-3
990211821760206441; 990053906670206441	HT011197883; HT011197883	763345-2
990220174070206441; 990104267170206441	HT012274164; HT012274164	766298-1
990104270450206441; 990178491860206441	766820-X	HT012274492; HT012274492
990053908820206441; 990211079310206441	782763-5	HT011198153; HT011198153
99374959307506441; 990104385180206441	786538-7	HT012285965; HT012285965
990052890230206441; 990053910550206441	796695-7	HT002110689; HT002110689
990104467910206441; 990206529710206441	802812-6	HT012294238; HT012294238
990052988820206441; 990115056830206441	8169-3	HT002909905; HT002909905
990104527560206441; 990180985660206441	842001-4	HT012300203; HT012300203
990104527630206441; 990197199390206441	842010-5	HT012300210; HT012300210
990104539010206441; 990195271930206441	843536-4	HT012301348; HT012301348
990207504050206441; 990104546960206441	HT012302143; HT012302143	844483-3
990052987020206441; 990104566020206441	HT012304049; HT012304049	846655-5
990104576470206441; 990218416450206441	847929-X	HT012305094; HT012305094
990104763780206441; 990226727080206441	871799-0	HT012323825; HT012323825
990210881870206441; 990102188110206441	HT012066258; HT012066258	91000-4
990171555120206441; 990053916000206441	HT011198970; HT011198970	914914-4
990172006450206441; 990053918120206441	HT011199230; HT011199230	963372-8
990052908600206441; 990053920780206441	972780-2	HT002155268; HT002155268
990163930740206441; 990105057040206441	HT012353151; HT012353151	973337-1
990054390850206441; 990368046940206441	995324-3	HT003994391; HT003994391
990212793420206441; 990053926130206441	HT011200118; HT011200118	996010-7
